"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV1349","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1350","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV1351","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV1352","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","bullata"
"ASV1353","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV1354","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"ASV1355","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV1356","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA
"ASV1357","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV1358","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter",NA
"ASV1359","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"ASV1360","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1361","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"ASV1362","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"ASV1363","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leucobacter",NA
"ASV1364","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus",NA
"ASV1365","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1366","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"ASV1367","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa",NA
"ASV1368","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa",NA
"ASV1369","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Aquabacterium",NA
"ASV1370","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV1371","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"ASV1372","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV1373","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"ASV1374","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV1375","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"ASV1376","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Actinopolymorpha",NA
"ASV1377","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter",NA
"ASV1378","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1379","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas",NA
"ASV1380","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Bacillariophyta",NA,NA
"ASV1381","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Chlorophyta",NA,NA
"ASV1382","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Acidothermaceae","Acidothermus",NA
"ASV1383","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1384","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"ASV1385","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans",NA
"ASV1386","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA,NA
"ASV1387","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",NA
"ASV1388","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora",NA
"ASV1389","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"ASV1390","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1391","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV1392","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans",NA
"ASV1393","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1394","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"ASV1395","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV1396","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1397","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASV1398","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1399","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"ASV1400","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"ASV1401","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1402","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae",NA,NA
"ASV1403","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV1404","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",NA
"ASV1405","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Hansschlegelia",NA
"ASV1406","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1407","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus",NA
"ASV1408","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV1409","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1410","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"ASV1411","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"ASV1412","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","hankookensis"
"ASV1413","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae",NA,NA
"ASV1414","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hespellia",NA
"ASV1415","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leifsonia",NA
"ASV1416","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1417","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1418","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1419","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",NA
"ASV1420","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA
"ASV1421","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV1422","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Anaerovorax",NA
"ASV1423","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV1424","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA
"ASV1425","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV1426","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1427","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"ASV1428","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae",NA,NA
"ASV1429","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV1430","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV1431","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA
"ASV1432","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Williamsia",NA
"ASV1433","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"ASV1434","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"ASV1435","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Lewinella",NA
"ASV1436","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Kineococcus",NA
"ASV1437","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1438","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Geomicrobium","sediminis"
"ASV1439","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV1440","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV1441","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter",NA
"ASV1442","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"ASV1443","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia",NA
"ASV1444","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella",NA
"ASV1445","Bacteria","Acidobacteria","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1446","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1447","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV1448","Bacteria","Cyanobacteria/Chloroplast",NA,NA,NA,NA,NA
"ASV1449","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV1450","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"ASV1451","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Mycetocola",NA
"ASV1452","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas",NA
"ASV1453","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1454","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV1455","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","jeotgali"
"ASV1456","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Bacillariophyta",NA,NA
"ASV1457","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"ASV1458","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1459","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb",NA
"ASV1460","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter",NA
"ASV1461","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1462","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1463","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV1464","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb",NA
"ASV1465","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","albidiflava"
"ASV1466","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"ASV1467","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Motilibacter",NA,NA
"ASV1468","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"ASV1469","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1470","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","Kallotenuaceae","Kallotenue",NA
"ASV1471","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV1472","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter",NA
"ASV1473","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Labilitrichaceae","Labilithrix",NA
"ASV1474","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Sphaerobacter",NA
"ASV1475","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1476","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV1477","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Chlorophyta",NA,NA
"ASV1478","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Sediminibacterium",NA
"ASV1479","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"ASV1480","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV1481","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1482","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV1483","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1484","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1485","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leifsonia",NA
"ASV1486","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV1487",NA,NA,NA,NA,NA,NA,NA
"ASV1488","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Knoellia",NA
"ASV1489","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"ASV1490","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV1491","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1492","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas",NA
"ASV1493","Bacteria","Acidobacteria","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV1494","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1495","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV1496","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Friedmanniella",NA
"ASV1497","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1498","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Friedmanniella",NA
"ASV1499","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV1500","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV1501","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"ASV1502","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1503","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV1504","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Anaerovorax",NA
"ASV1505","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1506","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV1507","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"ASV1508","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1509","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA
"ASV1510","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"ASV1511","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Gordonia","paraffinivorans"
"ASV1512","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobineae_incertae_sedis","Aciditerrimonas",NA
"ASV1513","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens",NA
"ASV1514","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV1515","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1516","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1517","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV1518","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1519","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Odoribacter",NA
"ASV1520","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV1521","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA
"ASV1522",NA,NA,NA,NA,NA,NA,NA
"ASV1523","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"ASV1524","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","periodonticum"
"ASV1525","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Hansschlegelia",NA
"ASV1526","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus",NA
"ASV1527","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1528","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"ASV1529","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV1530","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto",NA
"ASV1531","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV1532","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"ASV1533","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1534","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1535","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV1536","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA,NA
"ASV1537","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","appendicis"
"ASV1538","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter",NA
"ASV1539","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella",NA
"ASV1540","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1541","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus",NA
"ASV1542","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV1543","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1544","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1545","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV1546","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"ASV1547","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1548","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1549","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1550","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"ASV1551","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV1552","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes","deccanensis"
"ASV1553","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",NA
"ASV1554","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum",NA
"ASV1555","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV1556","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"ASV1557","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Kineosporia",NA
"ASV1558","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1559","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora",NA
"ASV1560","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1561","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium",NA
"ASV1562","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV1563","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Hansschlegelia",NA
"ASV1564","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","daejeonense"
"ASV1565","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"ASV1566","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Marmoricola",NA
"ASV1567","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV1568","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium",NA
"ASV1569","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV1570","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia",NA
"ASV1571","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA
"ASV1572","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckia",NA
"ASV1573","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","koreensis"
"ASV1574","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium",NA
"ASV1575","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Aquihabitans",NA
"ASV1576","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV1577","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV1578","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1579","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia",NA
"ASV1580","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Amnibacterium",NA
"ASV1581","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium",NA
"ASV1582","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV1583","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1584","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"ASV1585","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"ASV1586","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV1587","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV1588","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus",NA
"ASV1589","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides",NA
"ASV1590","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Aquihabitans",NA
"ASV1591","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA
"ASV1592","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV1593","Bacteria","Verrucomicrobia","Spartobacteria","Terrimicrobium",NA,NA,NA
"ASV1594","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
